,status_of_existing_checking_account,duration_(months),credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_of_existing_credits,job,no._of_people_being_liable_to_provide_maintenance,telephone,foreign_worker,class
428,A14,0-10,A32,A42,0-2500,A61,A75,1,A93,A101,4,A123,10-20,A143,A152,1,A173,1,A191,A201,1
429,A11,10-20,A34,A45,0-2500,A61,A71,2,A92,A101,4,A124,50-60,A143,A153,3,A171,2,A191,A201,2
430,A14,0-10,A32,A49,2500-5000,A61,A74,1,A93,A101,4,A121,70-80,A143,A152,1,A172,1,A191,A201,1
431,A12,20-30,A32,A410,10000-12500,A61,A73,2,A93,A102,3,A123,20-30,A141,A152,2,A174,1,A192,A201,2
432,A11,0-10,A34,A42,0-2500,A61,A71,4,A93,A101,4,A124,30-40,A143,A153,3,A174,1,A192,A201,1
433,A14,20-30,A34,A45,0-2500,A61,A73,4,A91,A101,2,A121,30-40,A143,A152,2,A173,1,A192,A201,1
434,A11,0-10,A32,A42,0-2500,A61,A73,3,A93,A101,2,A121,20-30,A143,A152,1,A173,1,A191,A201,1
435,A12,10-20,A32,A43,0-2500,A65,A73,2,A94,A101,1,A121,20-30,A143,A152,1,A173,1,A192,A201,2
436,A14,0-10,A32,A45,0-2500,A63,A74,2,A94,A101,4,A121,20-30,A143,A151,1,A172,1,A191,A201,1
437,A14,20-30,A34,A40,0-2500,A64,A75,4,A92,A101,4,A121,30-40,A143,A152,2,A173,1,A192,A201,1
438,A11,40-50,A34,A45,2500-5000,A61,A71,4,A93,A102,4,A123,60-70,A143,A152,2,A171,1,A191,A201,1
439,A13,10-20,A31,A49,0-2500,A61,A72,4,A92,A101,1,A121,20-30,A143,A152,1,A171,1,A191,A201,2
440,A14,10-20,A32,A40,0-2500,A61,A75,4,A93,A101,4,A123,30-40,A143,A152,1,A174,1,A192,A201,1
441,A11,10-20,A32,A42,0-2500,A61,A73,2,A92,A102,3,A122,20-30,A143,A152,1,A173,1,A191,A201,1
442,A12,10-20,A33,A410,2500-5000,A61,A73,2,A93,A101,3,A123,20-30,A141,A152,2,A173,1,A192,A201,1
443,A14,10-20,A32,A46,0-2500,A61,A75,4,A93,A101,4,A123,40-50,A141,A152,1,A172,2,A191,A201,2
444,A12,40-50,A34,A42,5000-7500,A61,A73,2,A92,A101,3,A123,20-30,A143,A152,1,A174,1,A192,A201,2
445,A14,0-10,A34,A46,0-2500,A65,A75,4,A92,A101,4,A122,40-50,A143,A151,2,A172,1,A191,A201,1
446,A11,30-40,A32,A40,0-2500,A61,A72,4,A92,A101,4,A123,30-40,A143,A152,1,A173,1,A192,A201,2
447,A12,0-10,A32,A43,2500-5000,A61,A73,2,A93,A103,2,A121,30-40,A143,A152,1,A173,1,A191,A201,1
448,A13,10-20,A32,A42,0-2500,A65,A75,3,A92,A101,4,A121,50-60,A143,A152,1,A174,1,A192,A201,1
449,A12,10-20,A33,A45,0-2500,A64,A73,3,A94,A101,3,A122,60-70,A142,A152,2,A173,1,A191,A201,2
450,A14,30-40,A34,A41,10000-12500,A65,A73,4,A93,A101,2,A123,20-30,A143,A152,1,A174,1,A192,A201,1
451,A14,0-10,A32,A43,0-2500,A61,A73,3,A92,A101,1,A121,20-30,A143,A152,1,A173,1,A191,A201,1
452,A14,10-20,A30,A42,2500-5000,A61,A75,2,A93,A101,4,A122,30-40,A143,A152,2,A173,1,A191,A201,1
453,A14,20-30,A32,A41,2500-5000,A61,A75,4,A93,A101,4,A123,30-40,A143,A152,1,A174,1,A192,A201,1
454,A11,20-30,A32,A40,2500-5000,A61,A74,2,A93,A102,3,A122,30-40,A143,A152,1,A173,1,A192,A201,2
455,A14,20-30,A32,A41,2500-5000,A61,A72,4,A92,A101,1,A124,20-30,A143,A152,1,A174,1,A192,A201,1
456,A11,10-20,A34,A40,2500-5000,A61,A73,2,A93,A101,2,A121,30-40,A143,A151,2,A173,2,A191,A201,1
457,A11,10-20,A32,A41,2500-5000,A61,A75,3,A93,A101,4,A124,30-40,A143,A153,1,A173,1,A192,A201,2
458,A11,0-10,A32,A44,0-2500,A61,A72,4,A92,A101,1,A121,20-30,A143,A152,1,A173,1,A191,A201,1
459,A14,10-20,A32,A43,2500-5000,A61,A72,3,A93,A101,2,A123,30-40,A143,A152,1,A173,1,A192,A201,1
460,A11,30-40,A32,A42,2500-5000,A61,A73,1,A93,A103,2,A122,30-40,A143,A152,1,A173,2,A191,A201,1
461,A11,10-20,A32,A40,0-2500,A61,A72,2,A93,A101,3,A121,30-40,A143,A152,1,A173,1,A191,A201,1
462,A12,10-20,A32,A42,2500-5000,A61,A72,3,A92,A101,1,A121,30-40,A143,A151,1,A174,1,A191,A201,1
463,A12,10-20,A32,A48,0-2500,A65,A75,4,A93,A101,4,A122,30-40,A143,A152,2,A173,1,A191,A201,1
464,A14,10-20,A32,A49,0-2500,A61,A74,4,A93,A101,1,A123,30-40,A142,A152,2,A173,1,A192,A201,1
465,A11,20-30,A32,A41,2500-5000,A61,A73,3,A93,A103,4,A124,60-70,A141,A152,1,A173,2,A192,A201,1
466,A11,20-30,A33,A43,0-2500,A61,A72,4,A92,A101,2,A123,20-30,A143,A151,1,A172,1,A192,A201,2
467,A14,40-50,A33,A43,5000-7500,A65,A75,3,A93,A101,3,A123,30-40,A141,A152,2,A173,2,A191,A201,1
468,A14,30-40,A33,A49,2500-5000,A61,A73,2,A92,A101,2,A123,20-30,A143,A152,2,A173,1,A192,A201,1
469,A14,20-30,A33,A41,2500-5000,A61,A74,3,A93,A101,3,A123,30-40,A143,A152,2,A172,1,A192,A201,1
470,A12,20-30,A32,A43,2500-5000,A62,A72,3,A94,A101,2,A123,20-30,A143,A151,1,A173,1,A192,A201,2
471,A11,0-10,A32,A46,0-2500,A61,A72,4,A92,A101,4,A122,20-30,A143,A152,1,A173,1,A191,A201,2
472,A11,0-10,A32,A40,0-2500,A61,A73,4,A93,A101,3,A123,20-30,A143,A152,1,A172,1,A191,A201,2
473,A14,0-10,A32,A48,0-2500,A65,A71,4,A93,A101,4,A122,30-40,A143,A152,1,A174,2,A192,A201,1
474,A12,10-20,A34,A43,0-2500,A61,A73,4,A94,A101,2,A123,30-40,A143,A152,1,A173,1,A191,A201,2
475,A11,10-20,A30,A42,2500-5000,A61,A72,1,A92,A101,4,A122,20-30,A143,A151,1,A173,1,A191,A201,2
476,A14,30-40,A32,A41,2500-5000,A63,A73,4,A93,A101,4,A123,20-30,A143,A152,1,A173,1,A191,A201,1
477,A13,20-30,A32,A43,5000-7500,A61,A74,4,A93,A101,2,A123,20-30,A141,A152,1,A173,1,A191,A201,1
478,A12,10-20,A32,A49,0-2500,A62,A74,3,A93,A101,4,A121,30-40,A143,A152,1,A172,1,A191,A201,1
479,A11,10-20,A34,A42,0-2500,A61,A75,4,A93,A101,4,A123,40-50,A143,A152,2,A173,2,A192,A201,1
480,A12,10-20,A34,A43,2500-5000,A61,A73,1,A92,A101,1,A121,20-30,A143,A152,1,A172,1,A191,A201,1
481,A12,20-30,A32,A40,0-2500,A61,A72,4,A93,A101,1,A122,20-30,A143,A152,1,A173,1,A191,A201,1
482,A11,20-30,A32,A42,2500-5000,A64,A75,4,A92,A101,4,A122,50-60,A143,A151,2,A173,1,A192,A201,1
483,A14,10-20,A33,A42,0-2500,A64,A74,3,A92,A101,2,A122,20-30,A143,A152,2,A173,1,A191,A201,1
484,A14,10-20,A34,A40,0-2500,A63,A73,4,A93,A101,4,A121,40-50,A143,A152,1,A173,1,A192,A201,1
485,A12,0-10,A33,A40,0-2500,A61,A71,4,A93,A101,4,A122,40-50,A143,A152,1,A174,1,A192,A201,2
486,A14,10-20,A32,A43,2500-5000,A61,A73,2,A93,A101,4,A123,50-60,A143,A152,1,A173,1,A192,A201,1
487,A14,20-30,A32,A40,2500-5000,A61,A75,4,A92,A102,4,A124,60-70,A143,A153,1,A173,1,A192,A201,1
488,A14,0-10,A32,A40,0-2500,A62,A73,3,A93,A101,2,A121,30-40,A143,A151,1,A172,1,A191,A202,1
489,A14,0-10,A32,A40,2500-5000,A61,A73,2,A93,A103,3,A122,20-30,A143,A151,1,A173,1,A191,A201,1
490,A14,10-20,A34,A43,0-2500,A61,A75,2,A93,A101,2,A124,20-30,A143,A152,2,A173,1,A191,A201,1
491,A12,20-30,A30,A49,7500-10000,A61,A75,2,A92,A101,4,A124,40-50,A143,A153,2,A174,1,A192,A201,2
492,A14,0-10,A34,A43,0-2500,A62,A73,1,A92,A101,1,A122,20-30,A143,A152,2,A173,1,A191,A201,1
493,A12,0-10,A32,A43,0-2500,A65,A75,4,A93,A101,4,A122,30-40,A143,A152,1,A173,1,A191,A201,1
494,A11,10-20,A34,A40,0-2500,A61,A73,3,A93,A101,2,A121,30-40,A143,A151,2,A172,2,A191,A202,1
495,A11,20-30,A32,A42,2500-5000,A65,A73,2,A94,A101,4,A123,10-20,A143,A152,1,A173,1,A191,A201,2
496,A12,30-40,A32,A42,7500-10000,A62,A72,4,A93,A102,1,A124,20-30,A143,A151,1,A174,1,A192,A201,2
497,A14,20-30,A34,A42,0-2500,A61,A74,4,A93,A101,3,A122,30-40,A143,A152,2,A173,1,A191,A201,1
498,A12,10-20,A32,A43,0-2500,A61,A75,4,A94,A103,2,A121,30-40,A143,A152,1,A172,1,A191,A201,1
499,A13,0-10,A34,A40,0-2500,A62,A75,2,A91,A101,4,A123,20-30,A143,A152,2,A173,2,A192,A201,1
500,A11,20-30,A32,A40,2500-5000,A61,A72,4,A92,A101,1,A122,20-30,A143,A152,1,A173,1,A191,A201,2
501,A11,30-40,A32,A41,5000-7500,A61,A75,2,A93,A101,4,A124,40-50,A143,A153,1,A173,2,A191,A201,1
502,A13,0-10,A32,A43,0-2500,A62,A75,2,A91,A101,4,A121,40-50,A143,A152,1,A173,1,A191,A201,1
503,A12,20-30,A34,A43,0-2500,A62,A72,4,A93,A101,4,A124,30-40,A141,A152,2,A173,2,A191,A201,2
504,A11,20-30,A32,A40,0-2500,A61,A72,4,A92,A101,4,A122,20-30,A143,A151,1,A173,1,A191,A201,2
505,A14,0-10,A32,A40,0-2500,A65,A73,4,A93,A103,4,A122,20-30,A143,A152,1,A172,1,A191,A201,2
506,A13,10-20,A34,A41,0-2500,A63,A73,2,A93,A101,2,A123,30-40,A143,A152,1,A173,1,A192,A201,1
507,A12,10-20,A31,A40,5000-7500,A62,A71,1,A93,A101,2,A122,30-40,A143,A152,1,A174,2,A192,A201,2
508,A14,20-30,A32,A43,0-2500,A61,A73,4,A94,A101,2,A122,20-30,A143,A152,1,A173,1,A191,A201,1
509,A14,30-40,A32,A41,7500-10000,A62,A75,4,A93,A101,2,A123,40-50,A143,A152,1,A174,1,A192,A201,1
510,A11,10-20,A32,A40,0-2500,A61,A74,4,A93,A101,2,A121,20-30,A143,A152,1,A173,1,A191,A201,2
511,A14,30-40,A32,A41,2500-5000,A61,A73,2,A93,A101,2,A124,30-40,A143,A153,1,A174,1,A192,A201,1
512,A13,10-20,A32,A49,2500-5000,A61,A74,2,A93,A101,4,A122,20-30,A143,A151,1,A173,1,A192,A201,1
513,A12,10-20,A33,A43,0-2500,A61,A73,4,A94,A102,4,A121,10-20,A143,A151,2,A173,1,A191,A201,1
514,A14,20-30,A32,A40,0-2500,A65,A72,4,A93,A101,1,A122,50-60,A143,A152,1,A173,1,A191,A201,1
515,A11,0-10,A34,A40,0-2500,A61,A74,4,A92,A101,3,A122,30-40,A143,A152,2,A173,1,A191,A202,1
516,A11,0-10,A34,A40,0-2500,A61,A72,2,A93,A101,4,A121,30-40,A143,A152,1,A172,2,A191,A202,1
517,A14,30-40,A34,A42,5000-7500,A61,A72,2,A92,A101,4,A122,20-30,A143,A151,2,A173,1,A192,A201,2
518,A11,0-10,A32,A40,0-2500,A62,A75,3,A93,A101,2,A122,40-50,A143,A152,1,A173,1,A192,A201,1
519,A14,0-10,A34,A43,0-2500,A65,A75,4,A93,A101,4,A124,30-40,A143,A153,2,A173,1,A191,A201,1
520,A14,20-30,A34,A45,5000-7500,A61,A75,3,A93,A101,4,A124,40-50,A143,A153,2,A173,1,A191,A201,1
521,A11,10-20,A32,A43,2500-5000,A61,A73,2,A92,A101,2,A121,20-30,A143,A152,1,A173,1,A191,A201,2
522,A11,40-50,A30,A42,5000-7500,A61,A73,3,A93,A101,4,A124,50-60,A143,A153,2,A173,2,A191,A201,2
523,A14,20-30,A32,A41,2500-5000,A62,A74,3,A92,A101,4,A123,20-30,A143,A152,1,A173,1,A191,A201,1
524,A12,10-20,A32,A43,0-2500,A61,A73,4,A92,A103,4,A121,20-30,A143,A152,1,A172,2,A191,A201,1
525,A12,20-30,A32,A41,7500-10000,A61,A72,2,A93,A101,3,A123,20-30,A143,A152,2,A173,1,A191,A201,1
526,A14,10-20,A34,A46,0-2500,A62,A73,4,A92,A101,3,A123,30-40,A143,A152,1,A173,1,A191,A201,1
527,A14,0-10,A34,A43,0-2500,A61,A74,2,A93,A101,1,A121,40-50,A143,A152,2,A172,2,A191,A201,1
528,A11,30-40,A32,A43,0-2500,A61,A73,4,A91,A101,4,A123,30-40,A143,A151,1,A173,1,A191,A201,2
529,A11,0-10,A32,A40,0-2500,A61,A72,3,A93,A101,4,A121,40-50,A143,A152,1,A172,2,A192,A201,1
530,A12,30-40,A32,A46,0-2500,A61,A74,3,A93,A101,1,A123,30-40,A143,A152,2,A173,2,A191,A201,1
531,A12,10-20,A32,A40,2500-5000,A62,A73,2,A92,A101,4,A123,20-30,A143,A151,2,A173,1,A192,A201,2
532,A14,10-20,A33,A41,0-2500,A61,A73,4,A94,A101,4,A121,40-50,A143,A151,1,A173,1,A191,A201,1
533,A14,20-30,A32,A43,0-2500,A62,A74,4,A94,A101,3,A122,20-30,A143,A152,1,A173,1,A192,A201,1
534,A14,20-30,A32,A43,2500-5000,A65,A72,4,A93,A101,2,A123,20-30,A143,A152,2,A173,1,A191,A201,1
535,A13,20-30,A34,A46,0-2500,A61,A72,2,A91,A101,1,A123,30-40,A143,A151,1,A173,1,A191,A201,2
536,A11,0-10,A32,A40,0-2500,A65,A71,4,A92,A101,3,A122,70-80,A143,A152,1,A174,1,A192,A201,1
537,A12,10-20,A34,A42,2500-5000,A61,A75,3,A92,A101,4,A122,30-40,A143,A152,1,A173,1,A192,A201,1
538,A11,40-50,A32,A40,7500-10000,A61,A75,4,A93,A101,4,A124,40-50,A141,A153,1,A174,1,A191,A201,2
539,A13,10-20,A32,A42,2500-5000,A61,A72,1,A92,A101,1,A122,40-50,A142,A152,1,A172,1,A191,A201,1
540,A12,10-20,A32,A43,0-2500,A61,A72,1,A94,A101,1,A121,20-30,A143,A151,1,A173,1,A191,A201,2
541,A14,20-30,A33,A40,0-2500,A61,A75,4,A93,A101,4,A124,50-60,A143,A153,2,A173,1,A192,A201,1
542,A11,20-30,A32,A42,5000-7500,A65,A75,4,A93,A101,4,A122,30-40,A143,A152,1,A173,1,A191,A201,2
543,A13,10-20,A32,A42,2500-5000,A61,A73,2,A93,A101,1,A121,30-40,A143,A152,1,A172,2,A191,A201,2
544,A14,10-20,A34,A40,0-2500,A61,A75,4,A93,A101,4,A121,60-70,A143,A152,2,A172,1,A191,A201,1
545,A11,20-30,A33,A40,0-2500,A61,A71,4,A93,A101,2,A121,40-50,A143,A153,2,A173,2,A191,A201,2
546,A14,20-30,A34,A40,0-2500,A61,A73,4,A92,A101,4,A123,30-40,A143,A152,1,A173,1,A192,A201,1
547,A14,20-30,A32,A43,0-2500,A61,A74,3,A93,A101,1,A123,30-40,A141,A152,1,A173,2,A191,A201,1
548,A11,10-20,A31,A43,0-2500,A61,A73,4,A92,A101,4,A121,20-30,A141,A152,1,A172,1,A191,A201,2
549,A14,40-50,A34,A41,7500-10000,A65,A74,2,A93,A101,1,A124,30-40,A143,A153,2,A173,1,A192,A201,1
550,A14,10-20,A34,A45,0-2500,A65,A74,4,A92,A101,4,A121,20-30,A143,A152,2,A173,1,A191,A201,1
551,A14,0-10,A31,A43,0-2500,A63,A75,2,A93,A101,4,A122,40-50,A141,A152,1,A172,2,A191,A201,1
552,A11,40-50,A32,A43,5000-7500,A61,A74,1,A94,A103,1,A121,30-40,A143,A152,2,A173,1,A192,A201,2
553,A12,10-20,A34,A40,0-2500,A62,A72,4,A93,A101,1,A123,20-30,A143,A152,1,A173,1,A191,A201,1
554,A12,0-10,A32,A46,0-2500,A61,A74,4,A92,A101,4,A122,60-70,A143,A152,2,A174,1,A192,A201,1
555,A12,10-20,A32,A43,0-2500,A61,A72,2,A93,A101,1,A123,20-30,A142,A152,1,A173,1,A191,A201,2
556,A12,10-20,A30,A40,0-2500,A62,A72,3,A92,A101,3,A123,20-30,A143,A152,2,A173,1,A191,A201,2
557,A14,20-30,A30,A40,5000-7500,A65,A73,1,A92,A101,4,A122,20-30,A141,A152,2,A173,1,A192,A201,2
558,A11,20-30,A31,A42,2500-5000,A61,A74,3,A93,A101,4,A123,20-30,A141,A152,1,A173,1,A191,A201,2
559,A12,10-20,A34,A42,0-2500,A61,A72,2,A93,A101,2,A121,30-40,A143,A152,2,A172,1,A191,A201,2
560,A11,20-30,A32,A41,2500-5000,A65,A75,4,A93,A101,4,A124,40-50,A141,A153,1,A173,2,A192,A201,1
561,A11,20-30,A31,A43,0-2500,A61,A74,4,A93,A103,4,A123,20-30,A141,A151,1,A172,1,A191,A201,2
562,A13,0-10,A33,A43,0-2500,A61,A72,2,A92,A101,1,A122,20-30,A141,A152,1,A173,1,A191,A201,1
563,A12,30-40,A32,A40,10000-12500,A65,A73,1,A93,A101,4,A124,30-40,A143,A153,1,A173,1,A192,A201,2
564,A12,20-30,A33,A49,2500-5000,A65,A73,4,A93,A101,2,A122,30-40,A141,A152,2,A174,1,A192,A201,1
565,A12,20-30,A33,A43,0-2500,A62,A74,3,A92,A101,2,A122,20-30,A143,A151,2,A173,1,A192,A201,1
566,A11,10-20,A32,A40,0-2500,A61,A74,2,A91,A101,3,A123,30-40,A143,A152,1,A173,1,A191,A201,2
567,A14,20-30,A34,A43,2500-5000,A64,A75,2,A93,A101,2,A123,30-40,A143,A152,1,A173,1,A191,A201,1
568,A12,40-50,A32,A43,2500-5000,A65,A74,4,A93,A101,1,A123,40-50,A143,A152,2,A173,2,A192,A201,1
569,A11,40-50,A32,A43,5000-7500,A61,A73,3,A92,A101,2,A123,30-40,A143,A152,1,A173,1,A192,A201,2
570,A11,20-30,A32,A42,2500-5000,A61,A72,4,A92,A101,4,A121,20-30,A143,A151,1,A172,1,A192,A201,2
571,A14,20-30,A34,A43,5000-7500,A61,A74,3,A93,A102,2,A123,30-40,A143,A152,1,A173,1,A191,A201,1
572,A14,20-30,A32,A41,5000-7500,A65,A71,2,A92,A101,4,A122,20-30,A143,A151,1,A174,1,A192,A201,1
573,A11,10-20,A32,A49,0-2500,A61,A73,4,A92,A101,4,A122,20-30,A143,A152,1,A172,1,A191,A201,1
574,A12,0-10,A32,A43,0-2500,A61,A75,4,A93,A101,4,A123,20-30,A143,A152,2,A172,1,A191,A201,1
575,A14,10-20,A34,A42,2500-5000,A61,A74,2,A92,A102,3,A123,20-30,A141,A152,2,A173,1,A191,A201,1
576,A12,10-20,A32,A43,2500-5000,A61,A74,2,A92,A101,1,A121,20-30,A143,A152,1,A173,1,A191,A201,1
577,A14,20-30,A34,A46,0-2500,A65,A73,3,A92,A101,2,A123,30-40,A143,A152,2,A173,1,A192,A201,1
578,A12,30-40,A34,A40,2500-5000,A61,A72,4,A91,A101,4,A123,20-30,A143,A152,2,A173,1,A191,A201,2
579,A14,20-30,A32,A48,0-2500,A61,A72,4,A94,A101,3,A123,20-30,A143,A152,2,A172,1,A191,A201,1
580,A12,10-20,A34,A40,0-2500,A61,A75,3,A93,A103,3,A121,20-30,A141,A152,2,A173,1,A191,A201,2
581,A12,10-20,A34,A40,2500-5000,A61,A72,1,A93,A101,3,A121,40-50,A141,A152,2,A172,2,A191,A201,1
582,A14,0-10,A32,A42,0-2500,A61,A73,4,A92,A101,2,A121,20-30,A143,A151,1,A173,1,A191,A201,1
583,A12,30-40,A32,A45,0-2500,A61,A72,4,A93,A101,1,A124,30-40,A143,A151,1,A172,1,A191,A201,2
584,A14,10-20,A32,A40,0-2500,A65,A75,4,A92,A101,4,A124,50-60,A143,A153,1,A174,1,A192,A201,1
585,A11,10-20,A32,A42,0-2500,A61,A73,1,A92,A101,4,A121,10-20,A141,A151,1,A173,1,A191,A201,2
586,A11,0-10,A34,A40,2500-5000,A61,A73,2,A93,A101,2,A121,30-40,A143,A151,2,A173,2,A191,A201,1
587,A11,10-20,A32,A42,0-2500,A61,A73,4,A93,A103,1,A122,20-30,A143,A152,1,A172,1,A191,A201,1
588,A11,10-20,A32,A44,0-2500,A61,A73,4,A94,A101,3,A121,40-50,A143,A152,1,A172,1,A192,A201,2
589,A11,10-20,A34,A42,0-2500,A61,A75,3,A93,A101,3,A122,50-60,A143,A152,2,A173,1,A191,A201,2
590,A11,10-20,A34,A43,0-2500,A61,A74,4,A92,A101,3,A121,50-60,A143,A152,4,A172,1,A192,A201,1
591,A12,20-30,A33,A40,0-2500,A65,A73,4,A92,A101,4,A123,40-50,A143,A151,2,A173,1,A192,A201,1
592,A14,20-30,A32,A49,0-2500,A64,A75,4,A92,A101,4,A121,30-40,A141,A152,1,A172,1,A191,A201,1
593,A12,20-30,A32,A40,2500-5000,A61,A73,3,A92,A101,4,A122,10-20,A143,A151,1,A172,1,A192,A201,2
594,A11,20-30,A31,A410,0-2500,A65,A75,4,A93,A101,3,A123,30-40,A142,A152,1,A174,1,A192,A201,2
595,A12,0-10,A31,A40,0-2500,A62,A72,1,A92,A101,1,A122,30-40,A142,A152,1,A172,1,A191,A201,2
596,A11,20-30,A32,A40,0-2500,A61,A74,4,A92,A101,4,A123,20-30,A143,A151,2,A173,1,A191,A201,2
597,A12,20-30,A30,A49,2500-5000,A61,A73,1,A93,A101,4,A121,30-40,A143,A152,3,A172,1,A192,A201,2
598,A14,10-20,A34,A40,2500-5000,A61,A74,2,A93,A101,2,A122,30-40,A141,A152,2,A173,1,A191,A201,2
599,A14,20-30,A33,A49,2500-5000,A61,A73,1,A93,A101,2,A124,30-40,A143,A153,1,A173,1,A191,A201,1
600,A12,0-10,A32,A43,0-2500,A61,A72,1,A92,A103,1,A121,40-50,A143,A152,1,A173,1,A191,A201,1
601,A12,0-10,A32,A42,0-2500,A61,A73,4,A92,A101,1,A122,20-30,A143,A152,1,A173,1,A191,A201,2
602,A12,20-30,A31,A46,0-2500,A61,A74,4,A92,A101,4,A124,30-40,A141,A153,1,A172,1,A191,A201,2
603,A14,30-40,A32,A42,2500-5000,A61,A73,4,A92,A101,2,A123,20-30,A143,A152,1,A174,1,A192,A201,2
604,A13,0-10,A32,A42,0-2500,A61,A72,4,A92,A101,2,A122,20-30,A143,A152,1,A173,1,A191,A201,1
605,A11,20-30,A31,A42,2500-5000,A63,A73,4,A93,A101,4,A121,20-30,A142,A152,1,A173,1,A192,A201,1
606,A14,20-30,A34,A49,2500-5000,A61,A73,3,A93,A101,2,A121,70-80,A143,A152,1,A174,1,A192,A201,1
607,A12,30-40,A32,A43,2500-5000,A62,A73,4,A92,A102,4,A124,40-50,A143,A153,1,A173,1,A191,A201,2
608,A14,10-20,A32,A43,0-2500,A61,A72,4,A93,A101,1,A121,30-40,A143,A152,1,A173,1,A191,A201,1
609,A14,10-20,A32,A41,0-2500,A65,A75,4,A93,A101,4,A124,40-50,A141,A153,1,A173,2,A191,A201,1
610,A11,10-20,A32,A44,0-2500,A62,A71,4,A92,A101,3,A122,20-30,A143,A152,1,A173,1,A191,A201,2
611,A13,0-10,A32,A40,0-2500,A62,A75,1,A92,A101,4,A124,40-50,A143,A153,1,A172,2,A191,A201,2
612,A11,20-30,A32,A43,2500-5000,A64,A72,4,A92,A101,2,A123,20-30,A141,A152,1,A173,1,A191,A201,1
613,A11,20-30,A31,A41,2500-5000,A61,A73,1,A92,A103,4,A123,20-30,A141,A151,1,A173,1,A191,A202,1
614,A14,10-20,A33,A42,0-2500,A61,A74,4,A92,A101,1,A121,20-30,A143,A152,1,A173,1,A191,A201,2
615,A12,40-50,A30,A49,10000-12500,A65,A73,2,A93,A101,2,A123,40-50,A141,A152,1,A174,1,A192,A201,1
616,A12,50-60,A33,A43,7500-10000,A65,A73,2,A93,A101,2,A124,20-30,A143,A153,1,A174,1,A191,A201,1
617,A11,0-10,A34,A40,2500-5000,A61,A73,1,A93,A101,3,A121,30-40,A143,A151,3,A173,2,A191,A201,1
618,A12,20-30,A32,A42,2500-5000,A62,A73,2,A92,A102,4,A123,20-30,A143,A151,1,A173,1,A191,A201,2
619,A14,10-20,A32,A40,0-2500,A61,A73,4,A91,A101,2,A121,40-50,A143,A152,1,A172,1,A191,A201,1
620,A12,20-30,A34,A49,2500-5000,A61,A74,2,A93,A101,3,A122,20-30,A143,A152,2,A173,1,A191,A201,1
621,A14,10-20,A34,A40,0-2500,A61,A73,3,A93,A101,2,A122,30-40,A141,A152,2,A173,1,A191,A201,2
622,A14,40-50,A32,A49,2500-5000,A65,A73,4,A91,A101,2,A121,30-40,A141,A152,1,A173,1,A191,A201,2
623,A11,10-20,A32,A42,0-2500,A61,A72,4,A92,A101,1,A123,20-30,A143,A151,1,A173,1,A191,A201,1
624,A11,10-20,A32,A43,2500-5000,A61,A73,4,A93,A101,4,A124,60-70,A143,A153,2,A173,1,A191,A201,2
625,A14,10-20,A32,A43,0-2500,A65,A75,4,A93,A101,2,A123,30-40,A143,A152,1,A173,1,A191,A201,1
626,A13,0-10,A32,A42,0-2500,A61,A73,2,A93,A101,2,A121,40-50,A143,A152,1,A173,1,A192,A201,1
627,A12,0-10,A31,A40,0-2500,A62,A74,2,A93,A101,3,A124,20-30,A143,A152,1,A173,1,A191,A201,2
628,A14,40-50,A34,A42,2500-5000,A63,A73,4,A93,A101,4,A121,30-40,A143,A152,2,A173,1,A192,A201,1
629,A14,0-10,A32,A46,2500-5000,A65,A75,1,A93,A101,4,A121,60-70,A143,A152,1,A172,1,A191,A201,1
630,A11,20-30,A32,A43,2500-5000,A61,A73,2,A92,A101,4,A123,20-30,A143,A152,1,A173,1,A191,A201,1
631,A11,10-20,A31,A42,0-2500,A61,A73,4,A93,A101,3,A123,40-50,A141,A152,1,A173,1,A191,A201,2
632,A12,10-20,A32,A43,0-2500,A65,A72,4,A93,A101,1,A122,20-30,A143,A152,1,A173,1,A191,A201,1
633,A14,0-10,A32,A42,0-2500,A61,A72,2,A92,A102,2,A123,10-20,A143,A151,2,A173,1,A191,A201,2
634,A12,20-30,A32,A40,0-2500,A61,A72,3,A92,A101,4,A123,20-30,A143,A152,1,A172,1,A192,A201,2
635,A14,10-20,A32,A46,0-2500,A61,A75,4,A93,A101,4,A122,40-50,A141,A152,3,A173,2,A192,A201,1
636,A14,20-30,A32,A43,0-2500,A63,A74,4,A92,A101,1,A123,20-30,A143,A152,1,A173,1,A191,A201,1
637,A14,50-60,A33,A43,15000-17500,A61,A74,2,A93,A101,4,A123,20-30,A143,A152,2,A173,1,A192,A201,1
638,A14,10-20,A32,A43,0-2500,A61,A72,4,A92,A101,3,A123,30-40,A143,A152,1,A173,2,A191,A201,1
639,A11,40-50,A33,A43,2500-5000,A61,A74,3,A93,A101,2,A122,20-30,A141,A152,2,A173,2,A192,A201,2
640,A11,10-20,A32,A46,0-2500,A61,A71,4,A92,A101,1,A121,20-30,A143,A152,1,A171,1,A191,A201,2
641,A12,10-20,A32,A45,0-2500,A61,A75,4,A93,A101,4,A123,30-40,A143,A152,2,A172,1,A191,A201,1
642,A14,10-20,A32,A46,2500-5000,A62,A73,3,A93,A101,2,A122,30-40,A143,A152,1,A174,1,A192,A201,2
